uniprot_id,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
Q9I194,0.13,0.13,0.739,0.227,0.449,0.357,0.034,0.101,0.13,0.13,0.739,0.498,0.227,0.343,0.121,0.043,0.208,0.507,0.493
Q9I4X3,0.08,0.055,0.865,0.228,0.609,0.557,0.162,0.052,0.055,0.08,0.865,0.553,0.27,0.36,0.103,0.031,0.27,0.584,0.416
Q9I5U5,0.129,0.105,0.766,0.192,0.542,0.476,0.042,0.045,0.105,0.129,0.766,0.538,0.203,0.343,0.115,0.045,0.266,0.51,0.49
Q9I7A8,0.148,0.144,0.707,0.206,0.463,0.391,0.04,0.078,0.144,0.148,0.707,0.483,0.226,0.35,0.11,0.042,0.177,0.44,0.56
Q9I8A2,0.121,0.125,0.754,0.206,0.51,0.435,0.056,0.079,0.125,0.121,0.754,0.506,0.216,0.359,0.113,0.044,0.224,0.498,0.502
Q9I8D0,0.123,0.112,0.765,0.191,0.525,0.4,0.044,0.118,0.112,0.123,0.765,0.535,0.216,0.317,0.109,0.054,0.191,0.438,0.562
Q9I9R4,0.157,0.116,0.727,0.237,0.419,0.338,0.03,0.086,0.116,0.157,0.727,0.434,0.258,0.359,0.141,0.056,0.217,0.505,0.495
Q9IGQ6,0.136,0.098,0.767,0.255,0.471,0.412,0.074,0.09,0.098,0.136,0.767,0.512,0.25,0.34,0.148,0.033,0.231,0.538,0.462
Q9IH62,0.15,0.114,0.736,0.196,0.494,0.39,0.052,0.1,0.114,0.15,0.736,0.494,0.248,0.332,0.108,0.054,0.226,0.478,0.522
Q9IP65,0.095,0.057,0.848,0.249,0.547,0.436,0.038,0.117,0.057,0.095,0.848,0.58,0.184,0.295,0.154,0.062,0.236,0.515,0.485
Q9IQ47,0.106,0.111,0.783,0.259,0.472,0.364,0.044,0.139,0.111,0.106,0.783,0.489,0.201,0.363,0.144,0.036,0.213,0.481,0.519
Q9JHF7,0.146,0.109,0.745,0.245,0.467,0.379,0.059,0.099,0.109,0.146,0.745,0.496,0.238,0.357,0.131,0.042,0.203,0.465,0.535
Q9JHG3,0.134,0.116,0.751,0.277,0.434,0.366,0.059,0.059,0.116,0.134,0.751,0.459,0.233,0.401,0.17,0.056,0.259,0.513,0.487
Q9JHG7,0.126,0.129,0.745,0.245,0.469,0.392,0.06,0.077,0.129,0.126,0.745,0.495,0.216,0.383,0.15,0.042,0.224,0.485,0.515
Q9JHI3,0.17,0.114,0.716,0.288,0.379,0.295,0.042,0.08,0.114,0.17,0.716,0.413,0.261,0.386,0.155,0.057,0.269,0.511,0.489
Q9JHI9,0.154,0.12,0.727,0.233,0.452,0.359,0.047,0.11,0.12,0.154,0.727,0.465,0.243,0.328,0.118,0.059,0.214,0.421,0.579
Q9JHJ5,0.11,0.105,0.785,0.24,0.501,0.41,0.043,0.112,0.105,0.11,0.785,0.538,0.197,0.318,0.135,0.039,0.195,0.474,0.526
Q9JHR7,0.12,0.114,0.766,0.208,0.511,0.438,0.039,0.073,0.114,0.12,0.766,0.501,0.206,0.367,0.132,0.057,0.273,0.568,0.432
Q9JI10,0.135,0.125,0.741,0.203,0.493,0.408,0.046,0.087,0.125,0.135,0.741,0.49,0.226,0.342,0.113,0.044,0.205,0.48,0.52
Q9JI35,0.1,0.061,0.839,0.245,0.574,0.492,0.068,0.108,0.061,0.1,0.839,0.572,0.188,0.315,0.137,0.032,0.272,0.523,0.477
Q9JIA7,0.109,0.117,0.774,0.229,0.526,0.46,0.067,0.074,0.117,0.109,0.774,0.521,0.195,0.388,0.152,0.033,0.281,0.583,0.417
Q9JII9,0.139,0.135,0.725,0.185,0.52,0.419,0.05,0.107,0.135,0.139,0.725,0.494,0.209,0.355,0.086,0.043,0.242,0.469,0.531
Q9JIM1,0.111,0.099,0.791,0.239,0.513,0.441,0.034,0.08,0.099,0.111,0.791,0.527,0.183,0.362,0.149,0.03,0.254,0.513,0.487
Q9JIP4,0.124,0.065,0.811,0.217,0.577,0.456,0.042,0.146,0.065,0.124,0.811,0.631,0.183,0.245,0.13,0.054,0.186,0.434,0.566
Q9JIS4,0.131,0.112,0.757,0.15,0.593,0.547,0.037,0.07,0.112,0.131,0.757,0.523,0.182,0.327,0.075,0.014,0.355,0.575,0.425
Q9JJ09,0.135,0.139,0.727,0.212,0.471,0.385,0.042,0.089,0.139,0.135,0.727,0.474,0.22,0.364,0.118,0.047,0.214,0.468,0.532
Q9JJF9,0.085,0.062,0.853,0.208,0.613,0.481,0.039,0.161,0.062,0.085,0.853,0.613,0.156,0.276,0.122,0.042,0.241,0.486,0.514
Q9JJH7,0.134,0.118,0.748,0.166,0.552,0.474,0.056,0.074,0.118,0.134,0.748,0.51,0.221,0.34,0.102,0.044,0.252,0.503,0.497
Q9JJJ7,0.089,0.052,0.858,0.209,0.63,0.527,0.05,0.109,0.052,0.089,0.858,0.617,0.159,0.296,0.129,0.039,0.285,0.497,0.503
Q9JJX6,0.117,0.067,0.816,0.231,0.545,0.451,0.058,0.103,0.067,0.117,0.816,0.567,0.215,0.289,0.13,0.067,0.258,0.516,0.484
Q9JJX7,0.122,0.13,0.749,0.219,0.484,0.408,0.062,0.084,0.13,0.122,0.749,0.508,0.23,0.359,0.127,0.049,0.251,0.53,0.47
Q9JK96,0.127,0.091,0.782,0.177,0.587,0.508,0.114,0.089,0.091,0.127,0.782,0.547,0.259,0.32,0.109,0.035,0.293,0.571,0.429
Q9JKC1,0.141,0.122,0.737,0.219,0.481,0.393,0.045,0.088,0.122,0.141,0.737,0.501,0.223,0.337,0.124,0.05,0.211,0.449,0.551
Q9JL18,0.152,0.126,0.722,0.218,0.445,0.359,0.045,0.103,0.126,0.152,0.722,0.462,0.255,0.332,0.111,0.05,0.188,0.439,0.561
Q9JL21,0.133,0.106,0.761,0.253,0.478,0.398,0.078,0.094,0.106,0.133,0.761,0.471,0.241,0.363,0.149,0.032,0.241,0.501,0.499
Q9JLB5,0.108,0.117,0.775,0.236,0.487,0.385,0.063,0.119,0.117,0.108,0.775,0.532,0.223,0.331,0.143,0.043,0.16,0.48,0.52
Q9JLN9,0.146,0.104,0.75,0.263,0.449,0.391,0.062,0.083,0.104,0.146,0.75,0.479,0.246,0.357,0.134,0.07,0.305,0.571,0.429
Q9JLS3,0.108,0.091,0.801,0.216,0.53,0.431,0.074,0.128,0.091,0.108,0.801,0.53,0.236,0.323,0.117,0.034,0.195,0.501,0.499
Q9JM51,0.131,0.059,0.81,0.183,0.601,0.49,0.059,0.118,0.059,0.131,0.81,0.588,0.216,0.242,0.085,0.059,0.222,0.458,0.542
Q9JMD7,0.126,0.138,0.737,0.212,0.477,0.391,0.063,0.102,0.138,0.126,0.737,0.475,0.236,0.367,0.112,0.039,0.204,0.468,0.532
Q9JN24,0.164,0.14,0.696,0.194,0.447,0.381,0.055,0.068,0.14,0.164,0.696,0.396,0.275,0.405,0.128,0.027,0.268,0.536,0.464
Q9JZ55,0.13,0.088,0.782,0.226,0.521,0.467,0.084,0.038,0.088,0.13,0.782,0.521,0.249,0.345,0.111,0.031,0.264,0.498,0.502
Q9K2N0,0.15,0.092,0.758,0.17,0.575,0.505,0.11,0.059,0.092,0.15,0.758,0.523,0.273,0.332,0.11,0.042,0.278,0.526,0.474
Q9KM66,0.118,0.104,0.778,0.22,0.515,0.441,0.06,0.083,0.104,0.118,0.778,0.504,0.222,0.354,0.119,0.046,0.238,0.516,0.484
Q9KPI8,0.101,0.12,0.779,0.193,0.538,0.417,0.048,0.117,0.12,0.101,0.779,0.545,0.198,0.32,0.109,0.06,0.206,0.462,0.538
Q9L4P2,0.144,0.149,0.708,0.25,0.406,0.346,0.085,0.069,0.149,0.144,0.708,0.454,0.279,0.395,0.162,0.036,0.2,0.521,0.479
Q9L4Q3,0.139,0.094,0.767,0.248,0.485,0.395,0.038,0.109,0.094,0.139,0.767,0.47,0.211,0.383,0.143,0.034,0.241,0.496,0.504
Q9LGC6,0.106,0.1,0.794,0.173,0.602,0.529,0.053,0.064,0.1,0.106,0.794,0.577,0.178,0.326,0.1,0.039,0.267,0.526,0.474
Q9LM02,0.126,0.135,0.739,0.224,0.482,0.391,0.056,0.11,0.135,0.126,0.739,0.484,0.215,0.366,0.114,0.05,0.211,0.48,0.52
Q9M629,0.103,0.064,0.833,0.237,0.538,0.443,0.031,0.114,0.064,0.103,0.833,0.602,0.192,0.267,0.136,0.053,0.217,0.51,0.49
Q9MYJ9,0.114,0.079,0.807,0.232,0.52,0.447,0.044,0.082,0.079,0.114,0.807,0.482,0.213,0.376,0.139,0.033,0.278,0.54,0.46
Q9MYM4,0.133,0.108,0.759,0.187,0.527,0.461,0.033,0.06,0.108,0.133,0.759,0.506,0.211,0.331,0.111,0.045,0.232,0.503,0.497
Q9MYW9,0.129,0.111,0.76,0.236,0.464,0.402,0.064,0.073,0.111,0.129,0.76,0.497,0.253,0.336,0.114,0.071,0.237,0.524,0.476
Q9MYX0,0.148,0.146,0.706,0.238,0.418,0.348,0.054,0.081,0.146,0.148,0.706,0.456,0.252,0.368,0.129,0.06,0.231,0.522,0.478
Q9MYX2,0.15,0.181,0.668,0.175,0.464,0.394,0.062,0.099,0.181,0.15,0.668,0.457,0.242,0.358,0.091,0.022,0.192,0.49,0.51
Q9N1E2,0.119,0.097,0.784,0.22,0.514,0.387,0.023,0.136,0.097,0.119,0.784,0.547,0.193,0.298,0.111,0.06,0.189,0.436,0.564
Q9N1N9,0.13,0.118,0.751,0.229,0.488,0.412,0.063,0.092,0.118,0.13,0.751,0.503,0.227,0.351,0.134,0.048,0.25,0.526,0.474
Q9N1U3,0.129,0.097,0.774,0.212,0.488,0.404,0.07,0.117,0.097,0.129,0.774,0.485,0.273,0.296,0.102,0.041,0.185,0.488,0.512
Q9N623,0.12,0.102,0.778,0.27,0.477,0.414,0.086,0.077,0.102,0.12,0.778,0.456,0.236,0.395,0.136,0.053,0.293,0.527,0.473
Q9N6S8,0.078,0.157,0.765,0.216,0.471,0.387,0.069,0.093,0.157,0.078,0.765,0.495,0.225,0.363,0.132,0.039,0.191,0.549,0.451
Q9NAW2,0.164,0.131,0.705,0.193,0.488,0.404,0.051,0.102,0.131,0.164,0.705,0.479,0.239,0.324,0.1,0.042,0.228,0.452,0.548
Q9NAW4,0.152,0.148,0.701,0.182,0.489,0.428,0.042,0.057,0.148,0.152,0.701,0.492,0.223,0.356,0.106,0.061,0.208,0.496,0.504
Q9NBA7,0.151,0.126,0.724,0.297,0.371,0.329,0.063,0.039,0.126,0.151,0.724,0.391,0.269,0.444,0.212,0.033,0.281,0.55,0.45
Q9NBD4,0.178,0.143,0.679,0.226,0.425,0.343,0.043,0.078,0.143,0.178,0.679,0.479,0.249,0.351,0.124,0.072,0.208,0.458,0.542
Q9NFS5,0.148,0.114,0.739,0.239,0.466,0.367,0.072,0.106,0.114,0.148,0.739,0.466,0.254,0.371,0.148,0.042,0.227,0.508,0.492
Q9NG02,0.15,0.129,0.72,0.223,0.452,0.383,0.06,0.077,0.129,0.15,0.72,0.448,0.255,0.373,0.116,0.041,0.223,0.484,0.516
Q9NJH6,0.124,0.135,0.741,0.238,0.47,0.379,0.054,0.114,0.135,0.124,0.741,0.485,0.211,0.377,0.126,0.046,0.213,0.478,0.522
Q9NNX6,0.109,0.101,0.79,0.202,0.559,0.466,0.081,0.112,0.101,0.109,0.79,0.529,0.22,0.344,0.114,0.028,0.249,0.534,0.466
Q9NP56,0.125,0.081,0.794,0.24,0.483,0.397,0.068,0.115,0.081,0.125,0.794,0.486,0.264,0.329,0.123,0.026,0.183,0.486,0.514
Q9NP59,0.123,0.109,0.768,0.189,0.53,0.451,0.051,0.074,0.109,0.123,0.768,0.507,0.224,0.344,0.11,0.043,0.234,0.491,0.509
Q9NP77,0.127,0.093,0.78,0.297,0.452,0.373,0.065,0.091,0.093,0.127,0.78,0.486,0.222,0.392,0.196,0.036,0.234,0.495,0.505
Q9NP87,0.144,0.131,0.725,0.185,0.5,0.43,0.079,0.054,0.131,0.144,0.725,0.487,0.263,0.366,0.116,0.047,0.257,0.529,0.471
Q9NPA2,0.118,0.104,0.778,0.235,0.509,0.431,0.075,0.097,0.104,0.118,0.778,0.515,0.227,0.342,0.118,0.047,0.227,0.498,0.502
Q9NPB1,0.131,0.182,0.687,0.209,0.439,0.37,0.047,0.064,0.182,0.131,0.687,0.477,0.217,0.395,0.114,0.053,0.2,0.501,0.499
Q9NPC1,0.113,0.113,0.774,0.2,0.558,0.483,0.049,0.087,0.113,0.113,0.774,0.528,0.177,0.332,0.091,0.049,0.226,0.468,0.532
Q9NPC2,0.117,0.093,0.79,0.266,0.459,0.365,0.076,0.113,0.093,0.117,0.79,0.485,0.258,0.34,0.15,0.057,0.246,0.525,0.475
Q9NPD5,0.108,0.066,0.826,0.254,0.517,0.412,0.033,0.114,0.066,0.108,0.826,0.521,0.197,0.339,0.161,0.054,0.265,0.5,0.5
Q9NPD8,0.116,0.129,0.756,0.218,0.464,0.349,0.033,0.149,0.129,0.116,0.756,0.484,0.222,0.338,0.131,0.033,0.16,0.473,0.527
Q9NPH5,0.115,0.108,0.777,0.251,0.474,0.361,0.062,0.129,0.108,0.115,0.777,0.478,0.229,0.348,0.132,0.06,0.25,0.488,0.512
Q9NPI1,0.13,0.098,0.772,0.183,0.488,0.378,0.037,0.124,0.098,0.13,0.772,0.457,0.268,0.319,0.1,0.045,0.246,0.559,0.441
Q9NPI8,0.13,0.114,0.755,0.149,0.588,0.527,0.052,0.055,0.114,0.13,0.755,0.538,0.201,0.346,0.096,0.027,0.285,0.567,0.433
Q9NQ66,0.122,0.145,0.733,0.174,0.5,0.413,0.047,0.052,0.145,0.122,0.733,0.523,0.227,0.343,0.11,0.064,0.198,0.5,0.5
Q9NQ90,0.123,0.051,0.826,0.239,0.558,0.433,0.051,0.111,0.051,0.123,0.826,0.604,0.202,0.259,0.14,0.085,0.236,0.473,0.527
Q9NQA5,0.126,0.116,0.758,0.256,0.448,0.368,0.051,0.092,0.116,0.126,0.758,0.493,0.232,0.369,0.152,0.044,0.202,0.51,0.49
Q9NQC3,0.084,0.067,0.849,0.17,0.662,0.551,0.06,0.114,0.067,0.084,0.849,0.604,0.161,0.299,0.099,0.052,0.301,0.548,0.452
Q9NQR1,0.201,0.115,0.684,0.196,0.461,0.42,0.056,0.053,0.115,0.201,0.684,0.435,0.285,0.341,0.099,0.043,0.305,0.514,0.486
Q9NQS5,0.122,0.055,0.823,0.252,0.516,0.413,0.067,0.122,0.055,0.122,0.823,0.429,0.244,0.402,0.122,0.047,0.272,0.551,0.449
Q9NQU5,0.128,0.105,0.768,0.224,0.514,0.428,0.069,0.083,0.105,0.128,0.768,0.509,0.226,0.354,0.145,0.049,0.264,0.517,0.483
Q9NQV7,0.143,0.164,0.693,0.2,0.452,0.401,0.038,0.055,0.164,0.143,0.693,0.422,0.222,0.412,0.134,0.036,0.245,0.518,0.482
Q9NQW7,0.163,0.13,0.707,0.18,0.49,0.414,0.038,0.109,0.13,0.163,0.707,0.473,0.238,0.314,0.075,0.054,0.23,0.464,0.536
Q9NQZ5,0.131,0.124,0.745,0.202,0.513,0.422,0.068,0.107,0.124,0.131,0.745,0.488,0.229,0.359,0.114,0.031,0.218,0.497,0.503
Q9NR19,0.134,0.12,0.746,0.22,0.504,0.415,0.063,0.106,0.12,0.134,0.746,0.505,0.22,0.362,0.12,0.049,0.235,0.504,0.496
Q9NR20,0.112,0.078,0.81,0.253,0.527,0.419,0.043,0.134,0.078,0.112,0.81,0.557,0.186,0.305,0.134,0.056,0.244,0.467,0.533
Q9NR21,0.105,0.065,0.83,0.251,0.529,0.424,0.047,0.105,0.065,0.105,0.83,0.587,0.202,0.305,0.175,0.058,0.265,0.536,0.464
Q9NR22,0.126,0.084,0.789,0.211,0.547,0.456,0.076,0.095,0.084,0.126,0.789,0.559,0.233,0.315,0.124,0.052,0.267,0.536,0.464
Q9NR48,0.19,0.116,0.695,0.248,0.405,0.356,0.073,0.057,0.116,0.19,0.695,0.425,0.305,0.369,0.164,0.039,0.234,0.496,0.504
Q9NR63,0.138,0.061,0.801,0.233,0.541,0.459,0.053,0.119,0.061,0.138,0.801,0.586,0.218,0.26,0.135,0.053,0.263,0.538,0.462
Q9NR71,0.105,0.134,0.762,0.233,0.483,0.401,0.052,0.081,0.134,0.105,0.762,0.517,0.203,0.331,0.128,0.076,0.238,0.448,0.552
Q9NR82,0.14,0.127,0.734,0.227,0.469,0.389,0.047,0.104,0.127,0.14,0.734,0.46,0.223,0.38,0.121,0.041,0.223,0.475,0.525
Q9NR96,0.092,0.121,0.787,0.227,0.528,0.447,0.05,0.113,0.121,0.092,0.787,0.535,0.174,0.33,0.113,0.039,0.241,0.535,0.465
Q9NR97,0.12,0.106,0.774,0.232,0.452,0.366,0.036,0.105,0.106,0.12,0.774,0.492,0.245,0.319,0.142,0.034,0.179,0.451,0.549
Q9NRA0,0.113,0.058,0.829,0.239,0.545,0.414,0.055,0.145,0.058,0.113,0.829,0.571,0.214,0.27,0.13,0.048,0.202,0.453,0.547
Q9NRA2,0.152,0.114,0.734,0.184,0.506,0.411,0.101,0.101,0.114,0.152,0.734,0.513,0.297,0.297,0.082,0.051,0.203,0.468,0.532
Q9NRC8,0.2,0.118,0.682,0.215,0.45,0.408,0.048,0.048,0.118,0.2,0.682,0.462,0.265,0.36,0.132,0.042,0.262,0.482,0.518
Q9NRE1,0.115,0.113,0.772,0.238,0.491,0.395,0.044,0.115,0.113,0.115,0.772,0.534,0.203,0.315,0.138,0.052,0.211,0.505,0.495
Q9NRF9,0.104,0.104,0.792,0.243,0.497,0.424,0.031,0.076,0.104,0.104,0.792,0.51,0.188,0.385,0.163,0.024,0.257,0.549,0.451
Q9NRG4,0.094,0.118,0.788,0.231,0.503,0.393,0.062,0.125,0.118,0.094,0.788,0.561,0.21,0.318,0.141,0.044,0.145,0.484,0.516
Q9NRH2,0.108,0.088,0.805,0.238,0.531,0.449,0.05,0.1,0.088,0.108,0.805,0.576,0.193,0.321,0.153,0.048,0.246,0.514,0.486
Q9NRL2,0.136,0.111,0.753,0.173,0.556,0.512,0.056,0.056,0.111,0.136,0.753,0.525,0.216,0.333,0.08,0.037,0.315,0.556,0.444
Q9NRM0,0.141,0.104,0.755,0.21,0.509,0.41,0.061,0.096,0.104,0.141,0.755,0.514,0.239,0.336,0.127,0.047,0.232,0.487,0.513
Q9NRM7,0.14,0.109,0.752,0.24,0.48,0.353,0.052,0.123,0.109,0.14,0.752,0.52,0.223,0.338,0.161,0.052,0.173,0.463,0.537
Q9NRP7,0.117,0.104,0.778,0.281,0.431,0.362,0.043,0.087,0.104,0.117,0.778,0.467,0.226,0.388,0.171,0.062,0.26,0.571,0.429
Q9NRR2,0.079,0.066,0.855,0.348,0.489,0.417,0.028,0.105,0.066,0.079,0.855,0.609,0.124,0.355,0.171,0.079,0.256,0.532,0.468
Q9NRS4,0.156,0.209,0.635,0.19,0.427,0.37,0.047,0.038,0.209,0.156,0.635,0.417,0.223,0.445,0.133,0.033,0.227,0.498,0.502
Q9NRW4,0.144,0.108,0.749,0.213,0.492,0.406,0.055,0.094,0.108,0.144,0.749,0.486,0.243,0.337,0.13,0.028,0.213,0.461,0.539
Q9NRX4,0.121,0.095,0.784,0.266,0.503,0.434,0.082,0.092,0.095,0.121,0.784,0.513,0.218,0.368,0.124,0.032,0.258,0.513,0.487
Q9NS67,0.118,0.133,0.749,0.21,0.492,0.436,0.031,0.056,0.133,0.118,0.749,0.487,0.195,0.379,0.118,0.036,0.226,0.467,0.533
Q9NS75,0.095,0.065,0.84,0.271,0.531,0.401,0.03,0.133,0.065,0.095,0.84,0.623,0.163,0.276,0.154,0.081,0.217,0.48,0.52
Q9NS86,0.126,0.1,0.774,0.205,0.529,0.441,0.024,0.089,0.1,0.126,0.774,0.509,0.19,0.35,0.123,0.034,0.248,0.481,0.519
Q9NS87,0.129,0.091,0.78,0.211,0.536,0.432,0.057,0.106,0.091,0.129,0.78,0.555,0.219,0.32,0.144,0.036,0.209,0.466,0.534
Q9NSA0,0.107,0.023,0.87,0.268,0.555,0.435,0.03,0.127,0.023,0.107,0.87,0.622,0.184,0.261,0.184,0.054,0.211,0.452,0.548
Q9NSD5,0.146,0.115,0.739,0.249,0.424,0.356,0.046,0.102,0.115,0.146,0.739,0.468,0.259,0.327,0.11,0.063,0.217,0.507,0.493
Q9NSD7,0.102,0.059,0.839,0.207,0.605,0.508,0.067,0.097,0.059,0.102,0.839,0.642,0.196,0.25,0.126,0.07,0.29,0.57,0.43
Q9NSD9,0.129,0.126,0.745,0.182,0.535,0.451,0.049,0.063,0.126,0.129,0.745,0.542,0.206,0.357,0.126,0.045,0.241,0.497,0.503
Q9NSE4,0.113,0.089,0.799,0.24,0.535,0.468,0.053,0.079,0.089,0.113,0.799,0.525,0.189,0.365,0.122,0.058,0.317,0.573,0.427
Q9NSI6,0.139,0.12,0.741,0.185,0.517,0.439,0.081,0.058,0.12,0.139,0.741,0.543,0.259,0.303,0.099,0.062,0.187,0.485,0.515
Q9NSY1,0.117,0.055,0.828,0.245,0.534,0.44,0.047,0.112,0.055,0.117,0.828,0.586,0.214,0.255,0.146,0.06,0.234,0.482,0.518
Q9NTG7,0.118,0.109,0.773,0.206,0.525,0.398,0.069,0.152,0.109,0.118,0.773,0.518,0.229,0.334,0.116,0.028,0.197,0.456,0.544
Q9NTK5,0.117,0.107,0.776,0.238,0.516,0.414,0.037,0.117,0.107,0.117,0.776,0.512,0.175,0.39,0.145,0.037,0.245,0.493,0.507
Q9NU22,0.148,0.141,0.711,0.19,0.49,0.392,0.049,0.094,0.141,0.148,0.711,0.494,0.228,0.345,0.096,0.054,0.226,0.468,0.532
Q9NUW8,0.153,0.144,0.703,0.202,0.468,0.385,0.073,0.083,0.144,0.153,0.703,0.452,0.259,0.374,0.106,0.057,0.253,0.515,0.485
Q9NUX5,0.128,0.11,0.762,0.194,0.529,0.445,0.046,0.082,0.11,0.128,0.762,0.507,0.214,0.353,0.114,0.042,0.263,0.523,0.477
Q9NVM4,0.136,0.127,0.738,0.133,0.59,0.515,0.051,0.054,0.127,0.136,0.738,0.536,0.202,0.322,0.06,0.042,0.295,0.503,0.497
Q9NVS9,0.114,0.117,0.769,0.203,0.515,0.394,0.037,0.115,0.117,0.114,0.769,0.529,0.201,0.326,0.126,0.055,0.209,0.465,0.535
Q9NWH9,0.148,0.12,0.732,0.2,0.512,0.452,0.056,0.076,0.12,0.148,0.732,0.56,0.224,0.316,0.128,0.024,0.264,0.54,0.46
Q9NWM0,0.134,0.108,0.758,0.209,0.508,0.43,0.053,0.076,0.108,0.134,0.758,0.506,0.227,0.338,0.11,0.064,0.244,0.493,0.507
Q9NWM8,0.096,0.108,0.796,0.156,0.551,0.443,0.042,0.072,0.108,0.096,0.796,0.503,0.228,0.323,0.066,0.066,0.204,0.461,0.539
Q9NWT6,0.139,0.101,0.759,0.185,0.547,0.506,0.051,0.053,0.101,0.139,0.759,0.504,0.218,0.367,0.111,0.01,0.246,0.519,0.481
Q9NWT8,0.134,0.138,0.728,0.3,0.406,0.327,0.083,0.078,0.138,0.134,0.728,0.475,0.24,0.378,0.166,0.078,0.286,0.507,0.493
Q9NWW9,0.116,0.095,0.789,0.242,0.492,0.405,0.039,0.113,0.095,0.116,0.789,0.521,0.209,0.325,0.126,0.059,0.237,0.536,0.464
Q9NWZ3,0.13,0.141,0.728,0.22,0.461,0.383,0.05,0.074,0.141,0.13,0.728,0.489,0.228,0.37,0.133,0.048,0.202,0.496,0.504
Q9NX74,0.146,0.132,0.722,0.223,0.479,0.424,0.053,0.057,0.132,0.146,0.722,0.497,0.219,0.355,0.11,0.055,0.239,0.481,0.519
Q9NXA8,0.137,0.129,0.735,0.222,0.474,0.386,0.041,0.086,0.129,0.137,0.735,0.474,0.217,0.367,0.133,0.05,0.236,0.484,0.516
Q9NXG6,0.108,0.067,0.825,0.254,0.528,0.401,0.062,0.144,0.067,0.108,0.825,0.578,0.213,0.272,0.138,0.078,0.218,0.474,0.526
Q9NXS2,0.154,0.089,0.757,0.162,0.579,0.505,0.102,0.079,0.089,0.154,0.757,0.571,0.272,0.293,0.107,0.021,0.202,0.469,0.531
Q9NY33,0.172,0.098,0.729,0.203,0.517,0.465,0.052,0.071,0.098,0.172,0.729,0.514,0.234,0.329,0.123,0.037,0.295,0.517,0.483
Q9NY46,0.139,0.112,0.749,0.172,0.54,0.447,0.031,0.091,0.112,0.139,0.749,0.487,0.207,0.346,0.091,0.048,0.273,0.491,0.509
Q9NY47,0.108,0.064,0.828,0.244,0.533,0.436,0.044,0.1,0.064,0.108,0.828,0.567,0.203,0.292,0.162,0.062,0.241,0.505,0.495
Q9NY57,0.146,0.107,0.747,0.212,0.488,0.398,0.042,0.087,0.107,0.146,0.747,0.495,0.235,0.342,0.135,0.044,0.231,0.493,0.507
Q9NY59,0.129,0.108,0.764,0.214,0.511,0.415,0.041,0.108,0.108,0.129,0.764,0.501,0.208,0.348,0.132,0.041,0.239,0.493,0.507
Q9NY64,0.071,0.059,0.87,0.174,0.69,0.566,0.065,0.109,0.059,0.071,0.87,0.648,0.143,0.296,0.107,0.05,0.314,0.539,0.461
Q9NY91,0.142,0.101,0.757,0.202,0.513,0.441,0.06,0.06,0.101,0.142,0.757,0.52,0.243,0.334,0.124,0.049,0.247,0.503,0.497
Q9NYA1,0.128,0.102,0.771,0.159,0.589,0.497,0.081,0.076,0.102,0.128,0.771,0.557,0.232,0.297,0.089,0.06,0.237,0.503,0.497
Q9NYB0,0.164,0.082,0.755,0.173,0.542,0.43,0.055,0.13,0.082,0.164,0.755,0.524,0.258,0.273,0.106,0.033,0.242,0.479,0.521
Q9NYG8,0.148,0.124,0.728,0.223,0.473,0.413,0.071,0.056,0.124,0.148,0.728,0.44,0.252,0.41,0.156,0.032,0.299,0.56,0.44
Q9NYK1,0.138,0.119,0.742,0.208,0.481,0.396,0.055,0.104,0.119,0.138,0.742,0.49,0.247,0.324,0.105,0.046,0.208,0.473,0.527
Q9NYL2,0.105,0.049,0.846,0.222,0.583,0.488,0.044,0.105,0.049,0.105,0.846,0.583,0.19,0.293,0.124,0.049,0.288,0.51,0.49
Q9NYQ3,0.167,0.108,0.724,0.234,0.449,0.383,0.097,0.065,0.108,0.167,0.724,0.488,0.305,0.345,0.142,0.044,0.197,0.484,0.516
Q9NYV4,0.122,0.116,0.762,0.198,0.512,0.452,0.046,0.056,0.116,0.122,0.762,0.538,0.221,0.337,0.109,0.043,0.205,0.492,0.508
Q9NYV7,0.121,0.073,0.806,0.223,0.563,0.442,0.037,0.146,0.073,0.121,0.806,0.623,0.177,0.256,0.135,0.056,0.18,0.425,0.575
Q9NYV8,0.13,0.146,0.724,0.249,0.431,0.35,0.027,0.089,0.146,0.13,0.724,0.485,0.201,0.382,0.146,0.057,0.238,0.515,0.485
Q9NYV9,0.146,0.109,0.745,0.24,0.463,0.369,0.047,0.105,0.109,0.146,0.745,0.457,0.234,0.356,0.133,0.039,0.212,0.458,0.542
Q9NYW0,0.158,0.111,0.732,0.178,0.527,0.443,0.064,0.101,0.111,0.158,0.732,0.54,0.248,0.299,0.104,0.027,0.174,0.453,0.547
Q9NYW1,0.127,0.121,0.752,0.223,0.483,0.418,0.055,0.072,0.121,0.127,0.752,0.515,0.228,0.338,0.124,0.043,0.193,0.471,0.529
Q9NYW2,0.123,0.115,0.763,0.174,0.573,0.511,0.039,0.049,0.115,0.123,0.763,0.521,0.178,0.374,0.106,0.041,0.288,0.55,0.45
